"keywords","budget","genres","original_language","overview","production_companies","production_countries","runtime","title","rating"
"predator, war on drugs, extraterrestrial technology, los angeles, invisible","35000000","Science Fiction, Action, Thriller","en","Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.","Twentieth Century Fox Film Corporation, Lawrence Gordon Productions, Davis Entertainment, Silver Pictures","United States of America","108.0","Predator 2","6.0"
"london england, taxi, manchester city, submachine gun, gas station, survivor, daughter, laboratory, hospital, zombie, brutality, church, violence, rage, epidemic, military, virus, waking from coma, animal research","5000000","Horror, Thriller, Science Fiction","en","Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","DNA Films, British Film Council","United Kingdom","113.0","28 Days Later","7.1"
"holiday, paris, parent child relationship, puberty, first time, daughter, mother daughter relationship, teenage crush, train, wedding, youth, celebration","0","Comedy","fr","The second film from the Le Boum series about a young French teenage girl who after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.","Gaumont, Gaumont International, Production Marcel Dassault","France","109.0","The Party 2","6.3"
"federation, starfleet, uss enterprise-a, sha-ka-ree, loss of brother, self sacrifice, hostage, liberation of hostage, romulans, klingon, vulcan, space opera","30000000","Science Fiction, Action, Adventure, Thriller","en","Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.","Paramount Pictures","United States of America","107.0","Star Trek V: The Final Frontier","5.6"
"diving, ocean, submarine, jules verne, captain, atlantis, deep sea, war ship, diving suit, harpoon, ship, war, scuba diving, underwater, scuba, captain nemo, giant  squid","5000000","Adventure, Drama, Science Fiction","en","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.","Walt Disney Productions","United States of America","127.0","20,000 Leagues Under the Sea","6.9"
"farewell, federation, starfleet, peace conference, uss enterprise-a, rura penthe, court case, peace contract, plan, klingon, space opera","27000000","Science Fiction, Action, Adventure, Thriller","en","On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.","Paramount Pictures","United States of America","113.0","Star Trek VI: The Undiscovered Country","6.7"
"shotgun, based on short film, sadist, pistol, chained, bludgeoning, game of death","1200000","Horror, Mystery, Crime","en","Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...","Lions Gate Films, Twisted Pictures, Evolution Entertainment, Saw Productions Inc.","United States of America","103.0","Saw","7.2"
"holy grail, homeless person, loss of lover, mental disease, sense of guilt, suppressed past, yuppie, cynic, fantasy, self-discovery, housebreaking, forgiveness, gun rampage, talk show, legend, unsociability, person running amok","24000000","Comedy, Drama","en","Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.","TriStar Pictures","United States of America","137.0","The Fisher King","7.2"
"terrorist, boston, fireworks, orchestra, anarchist, concert, computer, revenge, irish, wedding, explosion, violence, roulette wheel, capsized ship, belfast, bomb planting, headphones, flashback, bomb attack, blast, human bomb","0","Drama, Action, Thriller","en","Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.","Trilogy Entertainment Group, Metro-Goldwyn-Mayer (MGM)","United States of America","121.0","Blown Away","6.0"
"new york, dictator, africa, destruction of a civilization, assassination, resistance, revenge, murder, united nations, witness to murder, fbi agent, resistance fighter","80000000","Crime, Thriller","en","After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.","Universal Pictures, StudioCanal, Mirage Enterprises, Working Title Films, Misher Films, Motion Picture JOTA Produktions","France, Germany, United Kingdom, United States of America","128.0","The Interpreter","6.2"
"self-fulfilling prophecy, washington d.c., evidence, future, hologram, dystopia, murder, neo-noir, future noir","102000000","Action, Thriller, Science Fiction, Mystery","en","John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.","DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment, Twentieth Century Fox Film Corporation, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Digital Image Associates","United States of America","145.0","Minority Report","7.1"
"berlin, corruption, nazi background, love of one's life, chauffeur, black market, missile, postwar period, war correspondent, allied, truth, murder, humanity","32000000","War, Crime, Drama, Mystery, Romance, Thriller","en","An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.","Warner Bros., Section Eight Productions, Sunset Gower Studios","United States of America","108.0","The Good German","5.9"
"competition, video game, california, brother, utah, nintendo, on the road, road movie","6000000","Adventure, Comedy, Drama, Family, Romance","en","Corey (Fred Savage) refuses to let his emotionally disturbed younger brother Jimmy (Luke Edwards) be institutionalized, and the two run away together. They soon join forces with a resourceful girl (Jenny Lewis), who notices that Jimmy has a special talent: he is a ""wizard"" at video games and can achieve the high score on absolutely everything he plays. Evading their parents and a sinister bounty hunter, the trio head for a climactic showdown at the national video game championships in California.","Universal Pictures","United States of America","100.0","The Wizard","6.1"
"airport, underworld, arms deal, weapon, police, drug","12000000","Comedy, Crime, Romance","en","Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a planвЂ”with help from a bail bondsmanвЂ”to keep the money for herself. Based on Elmore Leonard's novel вЂњRum PunchвЂќ.","Miramax Films","United States of America","154.0","Jackie Brown","7.3"
"prison, street gang, rape, adolescence, sexuality, beethoven, parent child relationship, social worker, living together, society, dystopia, controversy, controversial, violence, futuristic society","2200000","Science Fiction, Drama","en","Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.","Hawk Films, Warner Bros.","United Kingdom, United States of America","136.0","A Clockwork Orange","8.0"
"assassination, assassin, identity, sniper, mistake in person, jew, gangster boss, gambling debts, boss, murder, sniper rifle, fbi agent, horse racing, gambler, slevin, caso, hoodlum, black men","27000000","Drama, Thriller, Crime, Mystery","en","Slevin is mistakenly put in the middle of a personal war between the cityвЂ™s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.","The Weinstein Company, FilmEngine, Capitol Films, Ascendant Pictures, VIP Medienfonds 4, The Complex Studio","Germany, United States of America","110.0","Lucky Number Slevin","7.4"
"dystopia, based on comic, held captive, based on graphic novel, black and white and color, black and white scene, black and white to color, mysterious killer, doing the right thing, mercedes, silhouette, neo-noir","40000000","Action, Thriller, Crime","en","Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it darkвЂ¦ Hard-boiled. Then there are those who call it home вЂ” Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.","Dimension Films, Troublemaker Studios, Miramax","United States of America","124.0","Sin City","7.2"
"detective, dystopia, dominatrix, murder, suspense, twins, based on graphic novel, dark horse comics, neo-noir, 3d","65000000","Crime, Thriller","en","Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.","Miramax Films, Troublemaker Studios, AR Films, Aldamisa Entertainment, Demarest Films, Solipsist Film, Residaco","United States of America","102.0","Sin City: A Dame to Kill For","6.3"
"christianity, library, inquisition, monk, poison, secret passage, labyrinth, rich, middle ages, persecution, medieval, franciscan, burned at the stake, poor, murder mystery, theological debate","20000000","Drama, Thriller, Mystery","en","14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence вЂ“ which is considerable.","Zweites Deutsches Fernsehen (ZDF), Les Films Ariane, RAI Radiotelevisione Italiana, Cristaldifilm","France, Italy, Germany","130.0","The Name of the Rose","7.2"
"based on tv series, death, exploding planet, mountain cabin, solar system","38000000","Science Fiction, Action, Adventure, Thriller","en","Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.","Paramount Pictures","United States of America","118.0","Star Trek: Generations","6.4"
"paris, love triangle, ghost train, sex-shop, shyness, montmartre, daughter, garden gnome, journey round the world, photography","10000000","Comedy, Romance","fr","At a tiny Parisian cafГ©, the adorable yet painfully shy AmГ©lie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?","France 3 CinГ©ma, Claudie Ossard Productions, MMC Independent, Canal+, Tapioca Films, Sofica Sofinergie 5, Victoires Productions, Filmstiftung Nordrhein-Westfalen, Union GГ©nГ©rale CinГ©matographique (UGC)","France, Germany","122.0","AmГ©lie","7.8"
"venice, robbery, jealousy, widow, approach, secretary, extramarital affair, emotions","0","Comedy, Romance","en","Trouble in Paradise is one of the most important films of Actor, Producer, and Director Ernst Lubitisch, and his personal favorite of all the films heвЂ™s made. A story of two thieves who fall in love and begin doing jobs together under the employment of a beautiful woman who stirs up the relationship.","Paramount Pictures","United States of America","83.0","Trouble in Paradise","7.3"
"railroad robber, california, delorean, indian territory, sports car, inventor, locomotive, saloon, horseback riding, time travel, outlaw, sequel, mad scientist, native american, western, shootout, gunfight, train, wild west, cavalry","40000000","Adventure, Comedy, Family, Science Fiction","en","The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.","Universal Pictures, Amblin Entertainment, U-Drive Productions","United States of America","118.0","Back to the Future Part III","7.1"
"individual, scotland, in love with enemy, legend, independence, idealism, revolt, tyranny","72000000","Action, Drama, History, War","en","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.","Icon Entertainment International, The Ladd Company, B.H. Finance C.V.","United States of America","177.0","Braveheart","7.7"
"love triangle, london england, infidelity, world war ii, warsaw ghetto, polish resistance, jewish ghetto, nazis, airplane, parachuting, funny nazi, military officer, espionage","0","Comedy, War","en","During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","United Artists","United States of America","99.0","To Be or Not to Be","7.7"
"federation, starfleet, borg, enterprise-e, cyborg, montana, resistance, inventor, repayment, obsession, business start-up, space opera","46000000","Science Fiction, Action, Adventure, Thriller","en","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.","Paramount Pictures, Digital Image Associates","United States of America","111.0","Star Trek: First Contact","7.0"
"space opera, retribution, spacecraft officer, exploding ship","70000000","Science Fiction, Action, Adventure, Thriller","en","When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.","Paramount Pictures","United States of America","103.0","Star Trek: Insurrection","6.3"
"clone, assassination, ambush, federation, starfleet, enterprise-e, romulus, android, senate, self sacrifice, telepathy, weapon, romulans, space opera","60000000","Science Fiction, Action, Adventure, Thriller","en","En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.","Paramount Pictures","United States of America","117.0","Star Trek: Nemesis","6.1"
"epilepsy, protection money, secret love, money, redemption","500000","Drama, Crime","en","A small-time hood must choose from among love, friendship and the chance to rise within the mob.","Scorsese Productions","United States of America","110.0","Mean Streets","7.2"
"life and death, venezuela, fire, central and south america, tanker, petrol, unsociability, incomes, truck, oil, danger, driver, nitroglycerin","0","Drama, Thriller, Adventure","fr","In the South American jungle, supplies of nitroglycerine are needed at a remote oil field. The oil company pays four men to deliver the supplies in two trucks. A tense rivalry develops between the two sets of drivers on the rough remote roads where the slightest jolt can result in death.","VГ©ra Films, Fono Roma, Filmsonor, Compagnie Industrielle et Commerciale CinГ©matographique (CICC)","France, Italy","147.0","The Wages of Fear","7.9"
"rwanda, refugee, refugee camp, militia, murder, slaughter, dead body, atrocity, african, cruelty, violence, united nations, genocide in rwanda, death","17500000","Drama, History, War","en","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","Lions Gate Films, United Artists, Industrial Development Corporation of South Africa, Endgame Entertainment, Miracle Pictures, Sixth Sense Productions, Mikado Film, Inside Track Films","Canada, United Kingdom, United States of America, Italy, South Africa","121.0","Hotel Rwanda","7.5"
"paris, south seas, paradise, missionary, jungle, catholicism","0","Drama","en","Paradise Found is a biography about the painter Paul Gauguin. Focusing on his personal conflict between citizen life and his family life and the art scene in Frane. In an incredible imagery montage Gauguin manages to make a successful living in the South Pacific, while being in opposition to France.","USA","Australia, Germany, France, United Kingdom","89.0","Paradise Found","6.8"
"individual, philosophy, poetry, shakespeare, professor, literature, friendship, filmes focados em um professor","16400000","Drama","en","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.","Touchstone Pictures, Silver Screen Partners IV","United States of America","129.0","Dead Poets Society","8.1"
"berlin wall, father son relationship, jealousy, prisoner, ex-detainee, taxi driver, german democratic republic, homicide, despair, reality, probation assistant , friendship, unsociability","0","Comedy, Drama","de","Berlin is in Germany is a tragic comedy in which an ex-prisoner from east Berlin must find his place in the newly united city. From Director Hannes StГ¶hr.","Luna Filmproduktion","Germany","90.0","Berlin is in Germany","6.3"
"assassination, spy, mount rushmore national memorial, mistaken identity, on the run, fugitive, espionage, advertising, framed, government agent","4000000","Mystery, Thriller","en","Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.","Metro-Goldwyn-Mayer (MGM)","United States of America","136.0","North by Northwest","7.8"
"brain tumor, nudity, suffocation, mutilation, severed foot, famous theme, shot in the face","10000000","Horror, Thriller, Crime","en","Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.","Lions Gate Films, Twisted Pictures, Evolution Entertainment","United States of America","108.0","Saw III","6.1"
"riddle, serial killer","4000000","Horror","en","When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...","Lions Gate Films, Got Films, Twisted Pictures, Evolution Entertainment, Saw 2 Productions","United States of America","92.0","Saw II","6.3"
"germany, foreigner, parent child relationship, wife husband relationship, unsociability, german-turkish living together, new german cinema","130000","Romance, Drama","de","A simple, delicate, melodramatic German film about a loneliness. With a double moral story about the tainted love between an old woman and a younger Moroccan immigrant worker.","Filmverlag der Autoren, Tango Film","Germany","93.0","Ali: Fear Eats the Soul","7.5"
"saving the world, riddle, whip, treasure, mexico city, leather jacket, machinegun, alien phenomenons, maya civilization, peru, treasure hunt, nuclear explosion, refrigerator, archaeologist, indiana jones, archeology ","185000000","Adventure, Action","en","Set during the Cold War, the Soviets вЂ“ led by sword-wielding Irina Spalko вЂ“ are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend вЂ“ and Indy's colleague вЂ“ Professor Oxley has been captured for his knowledge of the skull's whereabouts.","Lucasfilm, Paramount Pictures","United States of America","122.0","Indiana Jones and the Kingdom of the Crystal Skull","5.7"
"saving the world, artificial intelligence, rebel, cyborg, shotgun, killer robot, sun glasses, dystopia, car chase, laser gun, urban setting, future war","6400000","Action, Thriller, Science Fiction","en","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","Orion Pictures, Pacific Western, Hemdale Film, Cinema 84, Euro Film Funding","United Kingdom, United States of America","108.0","The Terminator","7.4"
"child abuse, rape, fire, sexual abuse, madrid, secret, return, solidarity, village, superstition, crime, death, ghost, abusive father","12899867","Comedy, Drama, Romance","es","Raimunda (PenГ©lope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola DueГ±as) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.","El Deseo","Spain","121.0","Volver","7.3"
"individual, brother brother relationship, rebel, southern usa, birthday, big wheel, love, money, good and bad, beans","1","Drama","en","In the Salinas Valley, in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother Aron for the love of their father Adam. Cal is frustrated at every turn, from his reaction to the war, to how to get ahead in business and in life, to how to relate to estranged mother.","Warner Bros.","United States of America","115.0","East of Eden","7.5"
"individual, rebel, street gang, car race, parent child relationship, underground world, authority, unsociability, teen rebel","1500000","Drama","en","After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.","Warner Bros.","United States of America","111.0","Rebel Without a Cause","7.6"
"berlin, city portrait, train","0","Documentary, History","de","Berlin is Walter Ruttmanns black and white documentary of Berlin in 1927. The big city symphony shows a day in the life of metropolitan Berlin. Showing the industrial uprising as well as the lives and working circumstances of the time.","Deutsche Vereinsfilm AG, Fox Europa Produktion","Germany","69.0","Berlin: Symphony of a Great City","8.0"
"monte carlo, based on novel, age difference, secret, obsession, bride, cornwall, love, suspense, rural setting, devotion, housekeeper, death, estate, costume party, film noir, second wife","1288000","Drama, Mystery","en","A self-conscious bride is tormented by the memory of her husband's dead first wife.","Selznick International Pictures","United States of America","130.0","Rebecca","7.7"
"individual, polen","0","Drama, History","pl","Man of Marble is a Polish film about a student making a film about a bricklayer who was once idolized. She interviews people who knew him and finds old footage that lead to an unfolding mystery that causes her producer to cancel the project.","Film Polski Film Agency, ZespГіl Filmowy ""X""","Poland","165.0","Man of Marble","5.8"
"individual, strike","0","Drama, History","pl","In Warsaw in 1980, the Communist Party sends Winkel, a weak, alcoholic TV hack, to Gdansk to dig up dirt on the shipyard strikers, particularly on Maciek Tomczyk, an articulate worker whose father was killed in the December 1970 protests. Posing as sympathetic, Winkel interviews the people surrounding Tomczyk, including his detained wife, Agnieszka.","ZespГіl Filmowy ""X"", Film Polski","Poland","147.0","Man of Iron","6.1"
"rape, sex, identity, small town, love, friends, murder, romance, true, transgender, anger, woman director, nebraska, small town murder, transphobia, gender identity","2000000","Crime, Drama","en","Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.","Fox Searchlight Pictures, The Independent Film Channel Productions, IFC Films, Killer Films, Hart-Sharp Entertainment","United States of America","118.0","Boys Don't Cry","7.2"
"street gang, children's home, coming of age, gang, juvenile delinquent, based on young adult novel","10000000","Crime, Drama","en","When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.","American Zoetrope, Warner Bros.","United States of America","91.0","The Outsiders","6.9"
"professor, pub, music, melodrama, german expressionism, traveling circus","0","Drama","de","The Blue Angel follows Immanuel Rath (Emil Jannings) through a transformation from esteemed educator at the local Gymnasium (college preparatory high school) to a cabaret clown in Weimar Germany. Rath's descent begins when he punishes several of his students for circulating photographs of the beautiful Lola Lola (Marlene Dietrich) the headliner for the local cabaret, The Blue Angel. Hoping to catch the boys at the club, Professor Rath goes there later that evening and meets Lola herself. Consumed with desire and determined to remain at Lola's side, Rath returns to the night club the following evening (to return a pair of panties that were smuggled into his coat by one of his students) and stays the night with her. The next morning, reeling from his night of passion, Rath arrives late to school to find his classroom in chaos and the principal furious with his behavior.","Universum Film (UFA)","Germany","108.0","The Blue Angel","7.4"
"lightning, cemetery, monster, hermit, parts of dead body, mill, frankenstein, mad scientist, classic horror, comedic relief","393750","Horror, Science Fiction","en","Bride of Frankenstein begins where James Whale's Frankenstein from 1931 ended. Dr. Frankenstein has not been killed as previously portrayed and now he wants to get away from the mad experiments. Yet when his wife is kidnapped by his creation, Frankenstein agrees to help him create a new monster, this time a woman.","Universal Pictures","United States of America","75.0","Bride of Frankenstein","7.4"
"anti terror, bomb, assassination, middle east, lebanon, cia, capitalism, globalization, loss of son, persia, war against terror, energy policy, petrol","50000000","Drama, Thriller","en","The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.","Section Eight, Warner Bros., Participant Media, FilmWorks, 4M, MID Foundation","United States of America","128.0","Syriana","6.3"
"street gang, billard, colour-blindness, gang","10000000","Action, Adventure, Crime, Drama, Romance","en","Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.","Universal Pictures","United States of America","94.0","Rumble Fish","6.8"
"new york, street gang, black people, rock and roll, american football, adolescence, coming of age","0","Drama","en","The streets of the Bronx are owned by 60вЂ™s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang вЂThe Wanderers.вЂ™","Orion Pictures Corporation, Warner Bros. Home Entertainment Group","United States of America","117.0","The Wanderers","7.2"
"insane asylum, silent film, unreliable narrator, expressionism, somnambulist, unreliable flashback, megalomania, madman, enigma, somnambulism, german expressionism","18000","Drama, Horror, Thriller, Crime","de","The Cabinet of Dr. Caligari is eerie and expressionistic, silent and surreal. It has become not only a classic of German Expressionist cinema, but a landmark in film history, with creative scenery and an unusual ending.","Decla Film Gesellschaft Holz & Co.","Germany","78.0","The Cabinet of Dr. Caligari","7.7"
"based on novel, friendship, coming of age, railroad track, story within the story,  flipping coin, campfire story, reference to superman, normandy beach, child, 1950s, boys","8000000","Crime, Drama","en","After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.","Columbia Pictures, Act III Communications, The Body, Act III","United States of America","89.0","Stand by Me","7.8"
"individual, becoming an adult, dream, return, love of one's life, overweight, province, bathing, olympic games, empowerment, boredom, daughter, friendship","3000000","Drama, Comedy, Romance","en","MurielвЂ™s Wedding is P.J. HoganвЂ™s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy thatвЂ™s funny, silly, angry and serious.","Ciby 2000, Film Victoria, House & Moorhouse Films","Australia, France","106.0","Muriel's Wedding","6.9"
"individual, scotland, adultery, glasgow, river, boat, court case, dying and death, author, pregnancy, extramarital affair","6400000","Drama, Thriller, Crime, Romance","en","A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.","Recorded Picture Company (RPC)","France, United Kingdom","93.0","Young Adam","5.9"
"italy, love at first sight, loss of father, patriarch, organized crime, mafia, lawyer, italian american, crime family, rise to power, mob boss, 1940s","6000000","Drama, Crime","en","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","Paramount Pictures, Alfran Productions","United States of America","175.0","The Godfather","8.5"
"chicago, witness, musician, mafia, cross dressing, band, spats, all girl band, st. valentine's day massacre, sugar, valentine's day, dressing","2883848","Comedy, Romance","en","Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.","The Mirisch Corporation, Ashton Productions","United States of America","122.0","Some Like It Hot","8.0"
"italo-american, cuba, vororte, melancholy, praise, revenge, mafia, lawyer, blood, corrupt politician, bloody body of child, man punches woman","13000000","Drama, Crime","en","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","Paramount Pictures, The Coppola Company","United States of America","200.0","The Godfather: Part II","8.3"
"sadistic, journalist, mass murder, yellow press, trauma, daughter, satire, controversy, controversial, violence, young couple, abuse","34000000","Crime, Thriller, Drama","en","Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.","Regency Enterprises, Alcor Films, Ixtlan, Warner Bros., New Regency Pictures, J D Productions","United States of America","119.0","Natural Born Killers","6.9"
"italy, christianity, new york, assassination, italo-american, vatican, pope, confession, helicopter, daughter, lawyer","54000000","Crime, Drama, Thriller","en","In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.","Paramount Pictures","Italy, United States of America","162.0","The Godfather: Part III","7.1"
"chicago, music record, rock and roll, record store, soul, disc jockey, pop, bruce frederick joseph springsteen, record collection","30000000","Comedy, Drama, Romance, Music","en","When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.","Buena Vista, Touchstone Pictures","United Kingdom, United States of America","113.0","High Fidelity","7.0"
"film business, screenplay, film making, film producer, exotic island, ship, great depression, unsociability, king kong, dinosaur, new york city, sea voyage, damsel in distress, empire state building, actress, animal horror, great ape","672000","Action, Adventure, Drama, Horror","en","An adventure film about a film crew in search of a monster on a remote island. The crew finds King Kong and decides to take him back to New York as a money making spectacle. The film is a masterpiece of Stop-Motion in filmmaking history and inspired a line of King Kong films.","RKO Radio Pictures","United States of America","100.0","King Kong","7.7"
